"","指数代码","名称","最新价","涨跌额","涨跌幅","振幅","成交量","成交额","昨收","今开","最高","最低","5分钟涨跌"
"450","399344","深证300R","5050.07","-440.62","-8.02%","2.25","4932986112","94010277888","5490.69","4986.17","5109.81","4986.17","-0.14%"
"451","399007","深证300","4203.44","-366.75","-8.02%","2.25","4932986112","94010277888","4570.19","4150.25","4253.17","4150.25","-0.14%"
"452","399387","1000金融","4691.93","-408.95","-8.02%","2.24","2710745856","30846734080","5100.88","4643.08","4757.20","4643.08","-0.14%"
"453","399328","深证治理","9390.21","-820.71","-8.04%","3.06","852054608","22084363264","10210.92","9249.40","9561.96","9249.40","-0.05%"
"454","399001","深证成指","9820.95","-860.96","-8.06%","2.13","13534147840","168889524224","10681.90","9706.58","9934.35","9706.58","-0.17%"
"455","399106","深证综指","1614.33","-142.49","-8.11%","1.58","13453353216","167803846656","1756.82","1598.80","1626.50","1598.80","-0.09%"
"456","399659","深成指EW","3359.51","-296.57","-8.11%","1.43","6969033728","113665339392","3656.08","3330.65","3382.81","3330.65","-0.12%"
"457","399292","民企发展","1111.04","-98.03","-8.11%","1.06","2765343888","27778178304","1209.07","1106.03","1117.68","1104.87","-0.03%"
"458","399233","制造指数","1878.51","-165.75","-8.11%","1.54","9048870656","119107997696","2044.26","1862.62","1894.06","1862.62","-0.11%"
"459","399107","深证A指","1688.67","-149.09","-8.11%","1.58","13416826112","167595048960","1837.76","1672.45","1701.49","1672.45","-0.10%"
"460","399363","计算机指","4541.96","-401.47","-8.12%","2.57","1203716752","25992177664","4943.43","4467.96","4594.79","4467.96","-0.04%"
"461","399317","国证A指","4203.44","-371.81","-8.13%","1.66","26425631488","306146467840","4575.25","4164.47","4240.28","4164.47","-0.11%"
"462","399396","国证食品","16085.82","-1424.79","-8.14%","1.75","314665968","15430671104","17510.61","15860.06","16166.23","15860.06","-0.12%"
"463","399974","国企改革","1405.84","-124.60","-8.14%","2.03","2934048400","48916018944","1530.44","1390.19","1421.31","1390.19","-0.13%"
"464","399385","1000消费","8983.23","-796.91","-8.15%","1.81","592645376","19444537600","9780.14","8864.35","9041.51","8864.35","-0.14%"
"465","399341","深证责任","1672.55","-148.36","-8.15%","2.63","1735312112","38610431232","1820.91","1652.45","1700.37","1652.45","-0.10%"
"466","399417","新能源车","1907.65","-169.36","-8.15%","2.62","850776384","18555360768","2077.02","1878.86","1933.27","1878.86","-0.28%"
"467","399011","深证1000","4617.08","-410.43","-8.16%","1.83","9527840768","136165240832","5027.51","4568.01","4660.18","4568.01","-0.10%"
"468","399376","小盘成长","4521.60","-401.96","-8.16%","1.77","1794959216","18039821824","4923.56","4467.43","4554.51","4467.43","-0.08%"
"469","399934","中证金融","5769.66","-512.39","-8.16%","2.13","3232465504","37690776576","6282.05","5711.06","5845.16","5711.06","-0.13%"
"470","399803","工业4.0","2896.97","-258.24","-8.18%","2.26","695669360","26426710784","3155.21","2853.01","2924.19","2853.01","-0.12%"
"471","399101","中小板综","9186.95","-819.22","-8.19%","1.61","5634096384","69793779712","10006.17","9111.22","9272.64","9111.22","-0.07%"
"472","399333","中小板R","7275.59","-650.44","-8.21%","2.27","1785638544","34505620736","7926.04","7197.45","7377.56","7197.45","-0.13%"
"473","399633","深300EW","4707.63","-421.17","-8.21%","1.54","4932986112","94010277888","5128.80","4667.48","4746.48","4667.48","-0.14%"
"474","399005","中小板指","6462.60","-577.76","-8.21%","2.27","5634096384","69793779712","7040.36","6393.18","6553.17","6393.18","-0.13%"
"475","399650","中小治理","2250.58","-201.23","-8.21%","3.34","499417152","13153125120","2451.81","2210.98","2292.97","2210.98","-0.22%"
"476","399100","新指数","7386.64","-663.16","-8.24%","1.57","13318206464","167055200256","8049.80","7319.49","7446.12","7319.49","-0.08%"
"477","399690","中小专利","1734.08","-155.84","-8.25%","2.01","379867024","12498975744","1889.92","1714.75","1752.73","1714.75","-0.17%"
"478","399634","中小板EW","3342.48","-301.29","-8.27%","1.70","1785638544","34505620736","3643.77","3313.91","3375.87","3313.91","-0.10%"
"479","399670","深周期50","2806.25","-254.04","-8.30%","2.06","961099168","19508816384","3060.29","2769.47","2832.38","2769.47","-0.15%"
"480","399008","中小300","1227.74","-111.07","-8.30%","1.86","3292648512","50759588608","1338.81","1216.45","1241.38","1216.45","-0.11%"
"481","399679","深证200R","4354.44","-394.88","-8.31%","1.64","2403995568","38450164992","4749.31","4319.53","4397.19","4319.53","-0.15%"
"482","399802","500深市","4594.82","-416.54","-8.31%","1.30","3142135184","35190459648","5011.36","4568.19","4633.44","4568.19","-0.14%"
"483","399623","中小基础","6677.94","-605.45","-8.31%","1.67","4224691088","58212845056","7283.39","6623.94","6745.83","6623.94","-0.10%"
"484","399009","深证200","3889.69","-352.64","-8.31%","1.64","2404331488","38455026432","4242.33","3858.43","3927.79","3858.43","-0.15%"
"485","399017","SME创新","2741.38","-248.48","-8.31%","1.66","1185507712","28678250496","2989.86","2718.09","2767.58","2718.09","-0.08%"
"486","399683","深成可选","1565.30","-142.11","-8.32%","3.28","1172138640","13589631744","1707.41","1541.21","1594.70","1538.62","0.02%"
"487","399248","文化指数","907.94","-82.53","-8.33%","2.52","275828896","2529567616","990.47","898.77","921.99","897.07","-0.42%"
"488","399286","区块链50","2972.04","-270.59","-8.34%","1.58","546084896","9151147008","3242.63","2952.35","2999.83","2948.54","0.01%"
"489","399415","I100","4959.88","-451.08","-8.34%","1.45","1160909216","34257535744","5410.96","4900.81","4979.33","4900.81","-0.08%"
"490","399628","700成长","1606.19","-146.19","-8.34%","1.17","1439318704","15502852608","1752.38","1593.14","1613.61","1593.14","-0.01%"
"491","399972","300深市","4567.02","-415.81","-8.34%","2.51","2819662576","54878427392","4982.83","4507.28","4632.35","4507.28","-0.10%"
"492","399316","巨潮小盘","3847.57","-350.16","-8.34%","1.34","5183642368","48876124160","4197.73","3818.66","3874.93","3818.66","-0.12%"
"493","399624","中创400","1679.03","-153.03","-8.35%","1.35","3450835248","42662539520","1832.06","1665.66","1690.31","1665.66","-0.14%"
"494","399901","小康指数","4530.40","-413.40","-8.36%","1.88","3736446496","37981164800","4943.80","4480.14","4573.33","4480.14","-0.18%"
"495","399649","中小红利","2556.41","-233.26","-8.36%","2.22","673608512","10804416000","2789.67","2525.79","2587.67","2525.79","-0.08%"
"496","399359","国证基建","2176.37","-198.82","-8.37%","1.69","1398963600","11038836224","2375.19","2162.33","2202.55","2162.33","-0.14%"
"497","399320","国证服务","1731.22","-158.28","-8.38%","1.51","1417572272","11596084480","1889.50","1721.07","1748.66","1720.10","-0.17%"
"498","399705","深证中游","2339.59","-214.36","-8.39%","1.87","2026664176","38608918784","2553.95","2310.74","2358.51","2310.74","-0.13%"
"499","399411","红利100","2774.29","-254.54","-8.40%","1.73","3270704320","33410331648","3028.83","2749.28","2801.53","2749.28","-0.11%"
"500","399814","大农业","1087.53","-99.85","-8.41%","1.93","538379184","7999039232","1187.38","1072.48","1095.22","1072.28","-0.21%"
"501","399439","国证油气","1210.17","-111.17","-8.41%","2.43","395468544","1776366912","1321.34","1205.50","1235.86","1203.76","-0.06%"
"502","399602","中小成长","1102.26","-101.23","-8.41%","2.80","1469025264","24984463104","1203.49","1087.89","1121.58","1087.89","-0.19%"
"503","399904","中证200","3793.58","-348.78","-8.42%","1.71","3713007104","55032539392","4142.36","3760.38","3831.30","3760.38","-0.12%"
"504","399013","深市精选","4341.52","-399.07","-8.42%","1.92","4651505408","75972194304","4740.59","4300.49","4391.71","4300.49","-0.10%"
"505","399384","1000可选","3093.76","-284.66","-8.43%","2.64","1888002608","21666512128","3378.43","3049.45","3138.74","3049.45","-0.03%"
"506","399401","中小盘","3381.41","-312.17","-8.45%","1.34","8983904000","102325264384","3693.58","3356.94","3406.44","3356.94","-0.12%"
"507","399905","中证500","4923.44","-454.31","-8.45%","1.19","5727817472","58920884480","5377.74","4896.89","4960.75","4896.89","-0.13%"
"508","399390","1000公用","1822.34","-168.15","-8.45%","1.43","550999312","2662291280","1990.50","1814.02","1842.42","1814.02","-0.13%"
"509","399629","700价值","1854.75","-171.52","-8.46%","0.88","2087989504","15452374528","2026.26","1848.48","1862.62","1844.71","-0.08%"
"510","399982","500等权","5736.01","-531.64","-8.48%","0.93","5727817472","58920884480","6267.65","5713.28","5771.67","5713.28","-0.10%"
"511","399010","深证700","5572.15","-517.15","-8.49%","0.91","4594197760","42140941056","6089.30","5539.45","5594.64","5539.43","-0.05%"
"512","399423","中关村50","2459.94","-228.95","-8.51%","1.48","1051317376","14952021248","2688.89","2445.57","2479.05","2439.37","-0.02%"
"513","399408","小盘低波","9163.14","-852.83","-8.51%","0.78","1747712352","11197421312","10015.97","9141.56","9209.44","9131.10","-0.03%"
"514","399556","央视生态","1501.93","-139.76","-8.51%","2.01","909838704","15046399488","1641.69","1486.28","1518.16","1485.11","-0.14%"
"515","399378","国证低碳","2178.31","-202.89","-8.52%","1.43","2203294112","45133499392","2381.20","2161.65","2195.78","2161.65","-0.05%"
"516","399355","长三角","3232.83","-301.26","-8.52%","2.26","1075286816","17530246144","3534.09","3193.55","3273.49","3193.55","-0.20%"
"517","399402","周期100","2820.67","-263.12","-8.53%","1.72","2975679296","46231363840","3083.79","2789.80","2842.72","2789.80","-0.11%"
"518","971001","深成地产","1611.98","-150.39","-8.53%","9.99","2374950","3421493280","1762.37","1586.35","1762.36","1586.35","-0.11%"
"519","399358","国证环保","2821.52","-263.10","-8.53%","1.56","790452624","9605230336","3084.62","2807.09","2850.39","2802.16","-0.21%"
"520","471001","深成地产R","1963.00","-183.13","-8.53%","9.99","2374950","3421493280","2146.13","1931.78","2146.13","1931.78","-0.11%"
"521","399315","巨潮中盘","3602.12","-336.45","-8.54%","1.34","3800910768","53458385152","3938.57","3576.87","3629.70","3576.87","-0.13%"
"522","399432","国证汽车","2761.35","-257.98","-8.54%","1.99","480125376","6264192256","3019.33","2720.07","2780.22","2720.07","-0.10%"
"523","399651","中小责任","1652.83","-154.90","-8.57%","2.76","730169952","15315458304","1807.74","1631.64","1681.53","1631.64","-0.11%"
"524","399928","中证能源","1542.22","-144.77","-8.58%","2.12","615226896","3807276368","1687.00","1529.38","1565.14","1529.38","-0.15%"
"525","399668","创业板V","2503.92","-234.96","-8.58%","1.34","1081600080","11282136320","2738.89","2486.81","2521.23","2484.54","-0.07%"
"526","399433","国证交运","1509.56","-141.96","-8.60%","1.62","567455792","5726852864","1651.52","1496.10","1521.73","1494.98","-0.02%"
"527","399383","1000工业","1952.95","-183.68","-8.60%","1.50","2517295152","29897212928","2136.63","1933.34","1965.42","1933.34","-0.06%"
"528","399809","保险主题","2123.01","-199.76","-8.60%","2.60","516991424","11911863808","2322.77","2104.33","2164.61","2104.33","-0.18%"
"529","399422","中关村A","2675.77","-252.36","-8.62%","1.25","2080521728","24022564608","2928.13","2659.05","2692.25","2655.51","-0.03%"
"530","399810","CSSW传媒","2751.90","-259.79","-8.63%","2.26","554465024","6248708864","3011.69","2724.10","2792.24","2724.10","0.16%"
"531","480028","龙头家电R","12687.31","-1199.34","-8.64%","9.99","2530721","7503605248","13886.65","12513.81","13886.65","12498.98","0.01%"
"532","980028","龙头家电","9400.15","-888.60","-8.64%","9.99","2530721","7503605248","10288.75","9271.60","10288.75","9260.61","0.01%"
"533","399687","深成信息","2575.07","-243.86","-8.65%","2.15","1575457568","30452799744","2818.93","2545.43","2606.06","2545.43","-0.08%"
"534","399677","深互联EW","3608.82","-341.56","-8.65%","1.28","1112404544","17106580224","3950.39","3578.50","3629.26","3578.50","-0.03%"
"535","399610","TMT50","5477.49","-518.97","-8.65%","2.28","1409467408","25976015104","5996.46","5410.20","5546.94","5410.20","-0.10%"
"536","399382","1000材料","1947.70","-184.55","-8.66%","1.70","2827300192","21496533760","2132.25","1927.25","1963.55","1927.25","-0.23%"
"537","399970","移动互联","2661.39","-252.71","-8.67%","2.09","1347301824","40959405312","2914.09","2630.45","2691.27","2630.45","-0.16%"
"538","399701","深证F60","7465.63","-708.98","-8.67%","2.22","1943992592","32709053440","8174.61","7374.09","7555.65","7374.09","-0.03%"
"539","399324","深证红利","8935.51","-848.46","-8.67%","2.69","1320741328","21502636288","9783.97","8815.02","9077.72","8815.02","-0.03%"
"540","399232","采矿指数","1578.45","-149.93","-8.67%","1.67","161618497","1055655456","1728.38","1562.36","1591.21","1562.36","-0.08%"
"541","399620","深证信息","3884.78","-368.74","-8.67%","2.12","1573718160","30459562496","4253.52","3840.65","3930.97","3840.65","-0.08%"
"542","399644","深证时钟","3139.19","-298.28","-8.68%","2.40","1179561712","18349144064","3437.47","3098.77","3181.36","3098.77","-0.04%"
"543","980033","国产替代","7494.79","-714.03","-8.70%","9.68","7939720","25190431232","8208.82","7414.00","8208.82","7414.00","-0.14%"
"544","480033","国产替代R","7894.17","-752.08","-8.70%","9.68","7939720","25190431232","8646.25","7809.08","8646.25","7809.08","-0.14%"
"545","399395","国证有色","3305.27","-315.83","-8.72%","1.65","1259165120","9761093376","3621.11","3290.94","3344.58","3284.84","-0.42%"
"546","399303","国证2000","5712.28","-546.00","-8.72%","0.57","7579520768","67701320192","6258.28","5698.94","5724.03","5688.17","-0.03%"
"547","399348","深证价值","5878.70","-563.29","-8.74%","2.31","1914533248","23793951744","6442.00","5815.74","5964.53","5815.74","-0.03%"
"548","399696","深证创投","2192.06","-209.86","-8.74%","1.49","1226308832","17113510144","2401.92","2176.62","2209.35","2173.47","-0.15%"
"549","399944","内地资源","2017.73","-193.44","-8.75%","1.65","1586183504","10734598400","2211.17","2005.13","2041.51","2005.13","-0.32%"
"550","399241","地产指数","2265.32","-217.27","-8.75%","1.88","386385360","4140318512","2482.59","2238.35","2285.12","2238.35","-0.10%"
"551","399381","1000能源","1735.85","-166.70","-8.76%","1.88","743954288","4276077424","1902.55","1722.55","1758.38","1722.54","-0.12%"
"552","399616","深证可选","5097.87","-490.29","-8.77%","2.25","1106667088","13005062144","5588.16","5042.20","5163.19","5037.22","-0.05%"
"553","399377","小盘价值","4873.30","-468.34","-8.77%","1.17","1829569104","12807370752","5341.63","4843.94","4906.56","4843.94","-0.09%"
"554","399703","深证F200","6329.73","-608.59","-8.77%","1.77","3463029872","55581471744","6938.32","6270.68","6393.79","6270.68","-0.05%"
"555","399366","国证大宗","1691.08","-162.70","-8.78%","1.52","2917835840","18119295232","1853.77","1679.01","1707.16","1679.01","-0.18%"
"556","399418","国证国安","2774.38","-267.85","-8.80%","1.04","1768594336","26747112960","3042.22","2762.42","2787.49","2755.70","-0.04%"
"557","399680","深成能源","548.27","-52.89","-8.80%","2.68","106837297","911763152","601.16","549.16","557.50","541.39","-0.39%"
"558","399319","资源优势","1350.11","-130.39","-8.81%","1.62","2351665008","14207810304","1480.50","1342.37","1365.75","1341.77","-0.26%"
"559","399648","深证GDP","7602.14","-734.75","-8.81%","1.23","1734600592","35881111040","8336.89","7560.48","7662.81","7560.48","-0.02%"
"560","399631","1000价值","1785.63","-172.83","-8.82%","1.69","4065624656","38577434112","1958.46","1771.67","1804.72","1771.67","-0.04%"
"561","399702","深证F120","6656.68","-644.64","-8.83%","1.92","2640955632","43811635712","7301.32","6590.54","6730.37","6590.54","-0.05%"
"562","399410","苏州率先","1897.95","-184.08","-8.84%","1.34","229701135","2783258992","2082.03","1884.92","1910.75","1882.89","-0.17%"
"563","399388","1000信息","4125.87","-400.07","-8.84%","1.85","1878537392","39256374272","4525.94","4083.41","4167.20","4083.41","-0.07%"
"564","399409","小盘高贝","3624.79","-352.13","-8.85%","0.80","1477166560","13682591744","3976.93","3603.07","3634.87","3603.07","-0.03%"
"565","399693","安防产业","3435.21","-333.38","-8.85%","1.03","337595312","7384458240","3768.59","3413.35","3449.77","3410.92","-0.10%"
"566","399935","中证信息","4742.23","-460.54","-8.85%","1.84","1414543008","30197944832","5202.77","4695.93","4791.67","4695.93","-0.04%"
"567","399406","中盘低波","9114.79","-890.25","-8.90%","0.73","1627893952","12199588864","10005.04","9097.61","9171.08","9097.61","-0.10%"
"568","399436","国证煤炭","2067.49","-202.23","-8.91%","1.59","352894080","2085361600","2269.72","2044.01","2079.99","2044.01","-0.05%"
"569","399015","中小创新","1804.70","-176.81","-8.92%","0.64","2557656768","22481325824","1981.51","1799.60","1809.54","1796.83","-0.03%"
"570","399672","深红利50","3365.33","-329.83","-8.93%","1.45","644259760","15784832768","3695.16","3338.36","3392.00","3338.36","-0.07%"
"571","471002","中小地产R","1588.43","-156.29","-8.96%","9.48","936253","339349424","1744.72","1590.29","1744.72","1579.39","0.05%"
"572","971002","中小地产","1487.53","-146.36","-8.96%","9.48","936253","339349424","1633.89","1489.27","1633.89","1479.06","0.05%"
"573","399627","中创价值","1700.59","-167.38","-8.96%","1.13","2049565872","21994419712","1867.97","1692.21","1713.35","1692.21","-0.02%"
"574","480018","国证5GR","3993.37","-394.05","-8.98%","9.78","3808767","7124973312","4387.42","3958.34","4387.42","3958.34","-0.01%"
"575","980018","国证5G","3635.60","-358.75","-8.98%","9.78","3808767","7124973312","3994.35","3603.71","3994.35","3603.71","-0.01%"
"576","399813","中证国安","4926.77","-486.90","-8.99%","0.81","957374320","19498114048","5413.67","4898.63","4936.46","4892.81","-0.06%"
"577","399646","深消费50","7113.03","-703.14","-9.00%","1.94","1015708000","17707199744","7816.17","7044.84","7193.47","7042.04","-0.07%"
"578","399335","深证央企","3720.14","-368.87","-9.02%","1.25","471227776","7101566208","4089.01","3703.75","3749.70","3698.41","-0.06%"
"579","399412","国证新能","1711.27","-169.80","-9.03%","1.51","1146709888","21709545728","1881.07","1696.61","1725.08","1696.61","-0.19%"
"580","399996","智能家居","2749.87","-273.90","-9.06%","1.29","1714987104","33139887104","3023.76","2729.38","2768.42","2729.38","-0.07%"
"581","399613","深证能源","2395.05","-240.22","-9.12%","1.80","134312197","1022941744","2635.27","2401.53","2421.46","2374.10","-0.19%"
"582","399681","深成材料","752.40","-75.59","-9.13%","1.34","963171200","9613984512","827.99","746.84","757.94","746.84","-0.23%"
"583","399688","深成电信","1722.72","-173.49","-9.15%","1.75","167923839","5303834880","1896.21","1707.47","1740.58","1707.47","0.01%"
"584","399614","深证材料","2122.79","-214.05","-9.16%","1.20","1179359232","12118079232","2336.84","2108.18","2136.22","2108.18","-0.20%"
"585","399393","国证地产","5450.09","-549.27","-9.16%","1.33","602468848","7171706112","5999.35","5407.94","5487.47","5407.94","-0.07%"
"586","399108","深证B指","882.31","-89.10","-9.17%","0.73","34570175","182773476","971.41","885.69","887.45","880.39","-0.10%"
"587","399428","国证定增","2123.56","-214.45","-9.17%","0.46","998049536","12451611136","2338.01","2122.04","2128.96","2118.29","-0.03%"
"588","399992","CSWD并购","1346.66","-136.12","-9.18%","1.19","522129072","6038840320","1482.78","1338.93","1356.32","1338.61","-0.12%"
"589","399367","1000地产","5112.74","-517.29","-9.19%","1.31","632453168","7212151552","5630.03","5074.99","5148.54","5074.99","-0.07%"
"590","399666","中创高贝","1335.96","-135.18","-9.19%","0.77","1780592544","29869417472","1471.14","1329.70","1341.06","1329.70","-0.05%"
"591","399973","中证国防","1092.28","-110.58","-9.19%","0.97","218741332","4218234048","1202.86","1087.50","1095.74","1084.05","-0.04%"
"592","399967","中证军工","7323.19","-742.18","-9.20%","0.83","297348768","4777565952","8065.37","7294.19","7336.60","7269.44","-0.04%"
"593","399965","800地产","5821.91","-590.90","-9.21%","1.30","565249216","7010220288","6412.81","5780.98","5864.51","5780.98","-0.05%"
"594","399621","深证电信","3307.08","-335.37","-9.21%","1.28","194111374","5695404800","3642.45","3279.79","3326.33","3279.79","0.00%"
"595","399617","深证消费","10144.22","-1030.39","-9.22%","1.40","175918937","6178072576","11174.62","10061.13","10217.08","10061.13","-0.15%"
"596","399664","中小高贝","968.53","-98.36","-9.22%","0.69","923927872","16513321216","1066.89","964.62","971.80","964.40","-0.04%"
"597","399994","信息安全","1749.38","-177.83","-9.23%","1.03","802083216","16997420544","1927.21","1737.44","1757.36","1737.44","-0.04%"
"598","399704","深证上游","3273.79","-333.12","-9.24%","1.26","564278032","5203235328","3606.91","3260.31","3304.31","3258.70","-0.25%"
"599","399699","金融科技","3164.85","-322.30","-9.24%","1.06","459064432","15258153472","3487.15","3144.37","3181.45","3144.37","0.01%"
"600","399662","深证高贝","1729.12","-176.11","-9.24%","0.86","1534870768","31217195264","1905.23","1721.56","1737.90","1721.56","-0.04%"
"601","399997","中证白酒","7309.03","-743.68","-9.24%","0.67","52506742","9762390016","8052.71","7286.60","7336.25","7282.65","0.00%"
"602","399694","创业高贝","2493.16","-254.02","-9.25%","0.72","793143088","11808465920","2747.17","2484.35","2503.37","2483.71","-0.08%"
"603","399636","深证装备","3273.41","-333.71","-9.25%","1.29","885717920","17366339328","3607.12","3252.92","3299.48","3252.92","-0.09%"
"604","399368","国证军工","5365.61","-547.49","-9.26%","0.67","423795056","5866498304","5913.09","5352.64","5380.30","5340.50","0.00%"
"605","399604","中小价值","1386.29","-141.61","-9.27%","1.07","1047403392","12355026688","1527.90","1380.12","1396.07","1379.73","-0.04%"
"606","399434","国证传媒","1774.61","-181.68","-9.29%","1.38","627509504","4096277760","1956.30","1767.11","1792.59","1765.63","-0.23%"
"607","399639","深证大宗","1826.96","-187.53","-9.31%","1.18","818718800","5890796544","2014.49","1820.44","1839.50","1815.77","-0.03%"
"608","399407","中盘高贝","2428.42","-249.78","-9.33%","0.63","1034333808","19523899648","2678.20","2419.86","2436.50","2419.51","-0.05%"
"609","399291","创精选88","3031.99","-312.14","-9.33%","0.67","369324784","4876438528","3344.13","3019.17","3041.06","3018.61","-0.03%"
"610","399698","优势成长","16185.03","-1666.06","-9.33%","0.50","155991228","1060005952","17851.09","16175.29","16228.83","16139.03","-0.02%"
"611","399669","深证农业","8110.92","-836.36","-9.35%","1.06","331762496","7146274560","8947.28","8067.98","8161.25","8066.35","-0.11%"
"612","399389","国证通信","3709.44","-382.63","-9.35%","0.89","606260640","10115046144","4092.07","3688.27","3724.87","3688.27","0.00%"
"613","399318","国证B指","3454.16","-356.55","-9.36%","0.52","70455595","389124704","3810.71","3449.74","3466.47","3446.76","-0.02%"
"614","399637","深证地产","3809.55","-393.31","-9.36%","1.09","236444862","3370953360","4202.87","3782.63","3828.36","3782.63","-0.03%"
"615","399360","新硬件","3667.55","-379.17","-9.37%","0.54","1157819376","16592721664","4046.72","3656.52","3675.65","3653.96","-0.04%"
"616","399695","深证节能","1918.13","-199.08","-9.40%","0.67","802914640","9781282560","2117.21","1915.27","1927.26","1912.99","-0.09%"
"617","399686","深成金融","1567.22","-162.95","-9.42%","1.59","430501648","4059019136","1730.17","1557.59","1585.04","1557.59","-0.08%"
"618","399429","新丝路","995.85","-103.62","-9.42%","0.48","741118768","5813014784","1099.47","993.98","998.61","993.34","-0.01%"
"619","399619","深证金融","5011.74","-521.12","-9.42%","1.30","309563136","3491073728","5532.86","4980.63","5052.34","4980.63","-0.05%"
"620","399240","金融指数","1007.41","-104.95","-9.43%","1.53","463736400","4394102272","1112.36","1001.54","1018.54","1001.54","-0.08%"
"621","399998","中证煤炭","1070.60","-111.60","-9.44%","0.98","373952304","2191751344","1182.21","1064.56","1076.14","1064.56","-0.02%"
"622","399684","深成消费","2030.87","-212.17","-9.46%","1.08","202123373","6407166208","2243.04","2019.27","2043.41","2019.27","-0.11%"
"623","399806","环境治理","1301.58","-135.99","-9.46%","0.59","583393904","3508735664","1437.57","1302.69","1307.48","1299.04","-0.04%"
"624","399987","中证酒","4068.59","-426.51","-9.49%","0.45","83296524","10231867648","4495.11","4060.28","4079.69","4059.54","0.00%"
"625","399966","800非银","5543.03","-582.47","-9.51%","0.79","838075296","17188141824","6125.50","5527.77","5576.44","5527.77","-0.03%"
"626","399817","生态100","959.39","-100.96","-9.52%","0.75","616084640","3823323568","1060.34","958.07","965.05","957.11","-0.08%"
"627","399811","CSSW电子","3154.12","-332.60","-9.54%","1.15","1197265040","24169524736","3486.73","3141.34","3181.35","3141.34","-0.13%"
"628","399435","国证农牧","3750.30","-395.89","-9.55%","1.30","252704174","3873735776","4146.19","3732.36","3785.91","3732.11","-0.17%"
"629","399991","一带一路","1320.76","-140.14","-9.59%","0.94","2187881664","19633294592","1460.90","1316.30","1330.01","1316.30","-0.08%"
"630","399807","高铁产业","1249.37","-132.50","-9.59%","0.91","437992848","3261025568","1381.87","1246.67","1259.19","1246.67","-0.10%"
"631","399003","成份B指","5018.18","-533.18","-9.60%","0.70","34639177","183632672","5551.36","5035.21","5046.74","5007.95","-0.03%"
"632","399983","地产等权","6527.63","-694.52","-9.62%","0.84","414174576","6139341824","7222.15","6506.18","6566.95","6506.18","-0.02%"
"633","399440","国证钢铁","1006.18","-107.24","-9.63%","0.62","843110016","2317396432","1113.42","1004.34","1010.41","1003.50","-0.04%"
"634","399420","国证保证","1262.89","-134.81","-9.65%","0.76","629099264","15661080576","1397.70","1260.20","1270.76","1260.20","-0.05%"
"635","399405","大盘高贝","2125.52","-227.25","-9.66%","0.77","1120700336","26402555136","2352.77","2118.25","2136.32","2118.25","-0.05%"
"636","399638","深证环保","3089.86","-330.95","-9.67%","1.08","668563552","8141575680","3420.81","3087.54","3118.48","3081.39","-0.19%"
"637","399959","军工指数","986.20","-105.76","-9.69%","0.57","257001131","4232441840","1091.96","983.25","989.21","983.03","-0.01%"
"638","399805","互联金融","2537.88","-272.53","-9.70%","0.56","748869632","17063894272","2810.41","2532.12","2547.82","2532.12","-0.04%"
"639","399375","中盘价值","4378.98","-471.70","-9.72%","0.77","1573675120","8849424896","4850.68","4370.75","4408.32","4370.75","-0.08%"
"640","399419","国证高铁","1412.93","-152.30","-9.73%","0.71","869869312","5757059072","1565.23","1409.91","1421.05","1409.91","-0.04%"
"641","399234","水电指数","599.35","-64.84","-9.76%","0.35","205193868","897553936","664.19","598.70","600.99","598.70","-0.04%"
"642","399689","深成公用","736.26","-79.67","-9.76%","0.49","94604828","407954448","815.93","735.74","739.53","735.51","-0.06%"
"643","399242","商务指数","932.61","-101.11","-9.78%","0.76","318036112","1632745984","1033.72","930.20","937.98","930.14","-0.12%"
"644","399990","煤炭等权","1382.69","-150.28","-9.80%","0.56","373952304","2191751344","1532.97","1380.65","1389.29","1380.65","-0.01%"
"645","399622","深证公用","1373.16","-149.62","-9.83%","0.39","130409295","584412944","1522.78","1372.47","1378.39","1372.47","-0.04%"
"646","399231","农林指数","1380.80","-150.69","-9.84%","1.55","102655456","2474202432","1531.49","1378.27","1401.95","1378.27","-0.20%"
"647","399995","基建工程","3310.01","-362.37","-9.87%","0.59","731847088","3610589168","3672.38","3306.52","3328.05","3306.37","0.03%"
"648","980017","国证芯片","6927.40","-761.43","-9.90%","10.00","1398953","6960505600","7688.83","6920.00","7688.83","6920.00","-0.02%"
"649","480017","国证芯片R","7425.88","-816.21","-9.90%","10.00","1398953","6960505600","8242.09","7417.94","8242.09","7417.94","-0.02%"
"650","399238","餐饮指数","883.36","-97.75","-9.96%","0.00","3613300","14713029","981.11","883.36","883.36","883.36","0.00%"
"651","399244","公共指数","701.63","-77.76","-9.98%","0.33","142415750","847127520","779.39","701.45","703.99","701.44","-0.02%"
"652","399437","证券龙头","5152.59","-571.88","-9.99%","0.18","423514464","5754600704","5724.47","5152.59","5162.72","5152.59","0.00%"
"653","399975","证券公司","675.16","-74.93","-9.99%","0.14","541571760","6547974912","750.09","675.16","676.18","675.16","0.00%"
"654","399707","CSSW证券","5558.54","-616.76","-9.99%","0.15","487547968","5931917056","6175.30","5558.54","5568.04","5558.54","0.00%"
"655","399235","建筑指数","945.60","-105.18","-10.01%","0.09","104668800","502837568","1050.78","946.07","946.58","945.60","0.00%"
"656","399249","综企指数","651.33","-72.59","-10.03%","1.72","77994569","450569520","723.92","651.60","663.79","651.33","0.00%"
