日期,指数名称,成分券代码,成分券名称
2020-03-06,300医药,600085,同仁堂
2020-03-06,300医药,600196,复星医药
2020-03-06,300医药,600276,恒瑞医药
2020-03-06,300医药,600299,安迪苏
2020-03-06,300医药,600332,白云山
2020-03-06,300医药,600436,片仔癀
2020-03-06,300医药,600535,天士力
2020-03-06,300医药,600566,济川药业
2020-03-06,300医药,600867,通化东宝
2020-03-06,300医药,600998,九州通
2020-03-06,300医药,601607,上海医药
2020-03-06,300医药,603259,药明康德
2020-03-06,300医药,000423,东阿阿胶
2020-03-06,300医药,000538,云南白药
2020-03-06,300医药,000661,长春高新
2020-03-06,300医药,000963,华东医药
2020-03-06,300医药,002001,新和成
2020-03-06,300医药,002007,华兰生物
2020-03-06,300医药,002044,美年健康
2020-03-06,300医药,002252,上海莱士
2020-03-06,300医药,002294,信立泰
2020-03-06,300医药,002411,延安必康
2020-03-06,300医药,002422,科伦药业
2020-03-06,300医药,002773,康弘药业
2020-03-06,300医药,300003,乐普医疗
2020-03-06,300医药,300015,爱尔眼科
2020-03-06,300医药,300122,智飞生物
2020-03-06,300医药,300142,沃森生物
2020-03-06,300医药,300347,泰格医药
