date,open,close,high,low,volume,code
2006-03-16,106.52,107.36,107.5,106.0,144.49,120601
2006-03-17,107.25,107.1,107.25,107.1,12.64,120601
2006-03-20,107.1,107.2,107.25,106.84,61.33,120601
2006-03-21,107.08,107.05,107.08,107.04,6.75,120601
2006-03-22,106.8,106.77,107.3,106.75,32.4,120601
2006-03-24,107.2,106.3,107.2,106.3,1.2,120601
2006-03-27,106.31,106.14,106.31,106.1,3.0,120601
2006-03-28,106.15,106.0,106.15,106.0,6.04,120601
2006-03-29,106.0,106.01,106.02,106.0,0.63,120601
2006-03-30,106.01,105.6,106.01,105.6,0.3,120601
2006-03-31,105.66,105.6,105.66,105.6,1.98,120601
2006-04-05,104.8,104.9,105.0,104.8,2.53,120601
2006-04-07,105.0,105.0,105.0,105.0,0.5,120601
2006-04-10,104.01,104.7,105.0,104.0,15.64,120601
2006-04-13,104.8,104.8,104.8,104.8,0.05,120601
2006-04-21,104.0,104.0,104.0,104.0,0.1,120601
2006-04-25,103.3,103.3,103.3,103.3,0.2,120601
2006-04-27,103.1,103.1,103.1,103.1,4.8,120601
2006-04-28,103.1,103.0,103.1,103.0,6.6,120601
2006-05-08,102.9,102.9,102.9,102.9,0.9,120601
2006-05-09,103.0,103.1,103.1,103.0,2.49,120601
2006-05-12,102.9,102.9,102.9,102.9,96.31,120601
2006-05-16,102.38,102.38,102.38,102.38,1.0,120601
2006-05-18,102.38,102.38,102.38,102.38,0.8,120601
2006-05-19,102.38,102.38,102.38,102.38,1.03,120601
2006-05-22,102.4,102.4,102.4,102.38,0.94,120601
2006-05-23,102.4,102.03,102.4,102.01,0.3,120601
2006-05-24,102.03,102.03,102.03,102.03,11.8,120601
2006-05-25,102.2,102.21,102.21,102.2,0.98,120601
2006-05-29,102.21,102.21,102.21,102.21,0.73,120601
2006-05-30,94.35,102.2,102.21,94.35,0.14,120601
2006-05-31,102.1,102.1,102.1,102.1,0.07,120601
2006-06-05,102.1,102.1,102.1,102.1,0.52,120601
2006-06-06,102.0,102.0,102.0,102.0,0.28,120601
2006-06-08,102.0,102.0,102.0,102.0,0.5,120601
2006-06-29,102.0,102.0,102.0,102.0,0.06,120601
2006-06-30,102.0,102.0,102.0,102.0,0.45,120601
2006-07-03,101.9,101.9,101.9,101.9,0.07,120601
2006-07-13,100.18,100.18,100.18,100.18,0.1,120601
2006-07-19,100.18,100.18,100.18,100.18,0.56,120601
2006-07-21,100.18,100.18,100.18,100.18,0.3,120601
2006-07-24,100.18,100.18,100.18,100.18,0.08,120601
2006-07-26,100.5,100.2,100.5,100.2,1.0,120601
2006-08-01,101.0,101.0,101.0,101.0,1.0,120601
2006-08-04,101.0,101.0,101.0,101.0,0.1,120601
2006-08-08,101.0,101.0,101.0,101.0,0.11,120601
2006-08-09,100.8,100.8,100.8,100.8,0.05,120601
2006-08-10,100.8,100.8,100.8,100.8,0.64,120601
2006-08-11,101.0,101.0,101.0,101.0,0.43,120601
2006-08-14,101.0,101.0,101.0,101.0,0.1,120601
2006-08-16,101.0,101.0,101.0,101.0,1.0,120601
2006-08-18,101.0,101.0,101.0,101.0,0.75,120601
2006-08-21,101.0,101.0,101.0,101.0,0.05,120601
2006-08-22,101.0,101.0,101.0,101.0,0.41,120601
2006-08-23,101.0,101.0,101.0,101.0,1.32,120601
2006-08-24,101.0,101.0,101.0,101.0,0.1,120601
2006-08-28,101.0,101.0,101.0,101.0,0.3,120601
2006-08-30,101.0,101.0,101.0,101.0,0.1,120601
2006-08-31,101.0,101.0,101.0,101.0,3.23,120601
2006-09-01,101.0,100.6,101.0,100.6,1.32,120601
2006-09-04,100.61,100.61,100.61,100.61,0.07,120601
2006-09-05,100.61,100.6,100.61,100.6,0.1,120601
2006-09-11,101.0,101.0,101.0,101.0,1.23,120601
